Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)"
HOMOPTERA,Cicadellidae,,,Balclutha volcanicola,Balclutha,volcanicola,"(Kirkaldy, 1910)",end,poss,Kil,poss,poss,Koh,poss,no,"female 2.5mm, male 2.25mm",herbivore,herbivore,"Eragrostis sp., Cyperus sp., Lythrum sp.",,na,ground,on leaves or stems
HOMOPTERA,Cicadellidae,,,Balclutha fuscifrons,Balclutha,fuscifrons,"Knight & Webb, 1988",end,no,no,no,no,no,Hal,no,"female 4.2-4.4mm, male 4.0-4.2mm",herbivore,herbivore,n.d.,,na,,on leaves or stems
HOMOPTERA,Cicadellidae,,,Balclutha grandis,Balclutha,grandis,"Namba, 1956",end,no,no,no,no,no,no,KoK,"female 5.3mm, male 4.5mm",herbivore,herbivore,n.d.,,na,,on leaves or stems
HOMOPTERA,Cicadellidae,,,Balclutha phoxocephala,Balclutha,phoxocephala,"Namba, 1956",end,no,no,no,no,no,no,KoK,"female 2.7-2.9m, male 2.5-2.7mm",herbivore,herbivore,"Cyathodes sp., Eragrostis variabilis",,na,,on leaves or stems
HOMOPTERA,Cicadellidae,,,Balolina kilaueae,Balolina,kilaueae,"(Kirkaldy, 1910), Knight and Webb 1988",end,poss,Kil,Ola,poss,poss,Hal,KoK,"femaile 3.6-4.2mm, male 3.1-3.8mm",herbivore,herbivore,"Cibotium chamissoi, Cibotium menziesii",,na,middle,on leaves or stems
HETEROPTERA,Scutelleridae,,,Coleotichus blackburniae,Coleotichus,blackburniae,"White, 1881",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,male 16.5mm,herbivore,herbivorous,"Acacia koa, Dodonaea sp.",,na,"middle, canopy",
HETEROPTERA,Miridae,,,Cyrtopeltis kahakai,Cyrtopeltis,kahakai,"Asquith, 1993",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax mirabilis,Dictyophorodelphax,mirabilis,"Swezey, 1907",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Dictyophorodelphax swezeyi,Dictyophorodelphax,swezeyi,"Bridwell, 1918",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Dictyophorodelphax usingeri,Dictyophorodelphax,usingeri,"Swezey, 1937",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Dictyophorodelphax zwaluwenburgi vicar,Dictyophorodelphax,zwaluwenburgi vicar,"Asquith, 1995",end,no,no,no,no,no,no,poss,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Dictyophorodelphax praedicta,Dictyophorodelphax,praedicta,"Bridwell, 1919",end,no,no,no,no,no,prob not,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia hookeri integrifolia,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Dictyophorodelphax zwaluwenburgi,Dictyophorodelphax,zwaluwenburgi,"Beardsley, 1956",end,no,no,no,no,no,no,poss,"male similar in size to females, female 5.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Euphorbia celastroides, Leptecophylla tameiameiae",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana sporobolicola immaculata,Emoloana,sporobolicola immaculata,"Muir, 1921",end,poss,poss,poss,poss,poss,no,no,"male 2.2-2.5 mm, females 2.55-2.85 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Deschampsia australis, Vincentia angustifolia ",(see Zimmerman 1948),na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana sporobolicola,Emoloana,sporobolicola,"Kirkaldy, 1910",end,prob not,poss,prob not,prob not,prob not,prob not,poss,"male 1.7-2.4mm, female 2.0-2.8 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Sporobolus virginicus, Eragrostis atropioides, Deschampsia australis, Vincentia angustifolia, Gahnia sp. ",,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana swezeyi,Emoloana,swezeyi,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,"male 2.2-2.5mm, female 2.5-3.2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Gahnia sp., Eragrostis variabilis",,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana emoloa,Emoloana,emoloa,"Muir, 1917",end,no,no,no,no,no,no,no,"male 2.25 mm, female 2.8-3.4 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,Poaceae,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana menehune,Emoloana,menehune,Asche 2006,end,no,no,no,no,no,no,poss,"male 2.2-2.3 mm, female 2.5-2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Eragrostis species,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana eragrosticola,Emoloana,eragrosticola,"Muir, 1919",end,prob not,prob not,prob not,prob not,prob not,poss,no,"male 2.4-2.7 mm, female 3.0-3.5 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Eragrostis variabilis,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Emoloana pohakua,Emoloana,pohakua,Asche 2006,end,prob not,prob not,prob not,prob not,prob not,no,no,"male 1.9-2.0mm, female 2.2-2.5 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,Poaceae: possibly Eragrostis,na,lower,on leaves or stems
HETEROPTERA,Miridae,,,Engytatus hawaiiensis,Engytatus,hawaiiensis,"Kirkaldy, 1902",end,no,no,no,no,no,prob not,no,"male 3.08-4.15mm, female 2.74-3.9mm",herbivore,family is mostly herbivorous,"Dubautia menzeizii, Dubautia platyphylla",,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Engytatus confusus,Engytatus,confusus,"Perkins, 1912",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,
HETEROPTERA,Miridae,,,Engytatus cyrtandrae,Engytatus,cyrtandrae,"Gagne, 1968",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,
HETEROPTERA,Miridae,,,Engytatus phyllostegiae,Engytatus,phyllostegiae,"Carvalho & Usinger, 1960",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,
HETEROPTERA,Miridae,,,Engytatus terminalis,Engytatus,terminalis,"Gagne, 1968",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,
HETEROPTERA,Miridae,,,Engytatus perplexus,Engytatus,perplexus,"Gagne, 1968",end,no,no,no,no,no,prob not,no,"male 3.66mm, female 3.39mm",herbivore,family is mostly herbivorous,Dubautia sp. ,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Engytatus lysimachiae,Engytatus,lysimachiae,"Carvalho & Usinger, 1960",end,no,no,no,no,no,no,KoK,"male 4mm, female 4.2mm",herbivore,family is mostly herbivorous,Lysimachia sp.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Engytatus sidae,Engytatus,sidae,"Gagne, 1968",end,no,no,no,no,no,poss,no,"male 3.34 mm, female 3.33mm",herbivore,family is mostly herbivorous,Sida sp. ,,na,lower,on leaves or stems
HETEROPTERA,Lygaeidae,,,Glyptonysius amicola,Glyptonysius,amicola,"Ashlock, 1966",end,poss,poss,poss,poss,poss,poss,no,"male 4.0-4.3mm, female 4.5-4.9mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Pipturus sp., Metrosideros polymorpha, Charpentiera sp., Cheirodendron sp.",,na,"middle, canopy",unknown
HETEROPTERA,Lygaeidae,,,Glyptonysius laevigatus,Glyptonysius,laevigatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown
HETEROPTERA,Lygaeidae,,,Glyptonysius hylaeus,Glyptonysius,hylaeus,"Kirkaldy, 1910",end,no,no,no,no,no,no,KoK,"male 3.44 mm, female 4.22 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Dubautia sp., Alyxia sp.",,na,middle,unknown
HOMOPTERA,Cixiidae,,,Iolania perkinsi,Iolania,perkinsi,"Kirkaldy, 1902",end,Kau,Kil,Ola,Lau,Koh,prob not,no,"males 5.5-5.9mm, females 6.5-7.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Iolania lanaiensis,Iolania,lanaiensis,"Giffard, 1925",end,no,no,no,no,no,no,no,"male 5.1-6.3mm, female 6.2-6.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Coprosma sp., Freycinetia sp.",,na,middle,on leaves or stems
HOMOPTERA,Cixiidae,,,Iolania koolauensis,Iolania,koolauensis,"Giffard, 1925",end,no,no,no,no,no,no,no,"male 5.6-6.1mm, females 7.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Iolania mauiensis,Iolania,mauiensis,"Giffard, 1925",end,no,no,no,no,no,Hal,no,"males 5.8-6.0mm, females 6.5-7.0mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Broussasia sp., Cibotium sp., Sadleria sp.",,na,middle,on leaves or stems
HOMOPTERA,Cixiidae,,,Iolania kraussohana,Iolania,kraussohana,Hoch 2006,end,no,no,no,no,no,no,KoK,"male 5.7-6.0mm, female unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cibotium sp., Sadleria sp.",,na,lower,on leaves or stems
HOMOPTERA,Cixiidae,,,Iolania oahuensis,Iolania,oahuensis,"Giffard, 1925",end,no,no,no,no,no,prob not,no,"males 4.8-5.9mm, females 6.6-7.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Pipturus sp., Melicope sp., Broussasia sp., Myrsine sp.",,na,middle,on leaves or stems
HETEROPTERA,Rhopalidae,,,Ithamar annectans,Ithamar,annectans,"Van Duzee, 1936",end,poss,Kil,poss,poss,poss,poss,no,"male 7mm, female 8mm",herbivore,herbivorous,Euphorbia sp.,,na,middle,
HETEROPTERA,Rhopalidae,,,Ithamar hawaiiensis,Ithamar,hawaiiensis,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,no,"8.5-9.5mm, male slightly smaller than female",herbivore,herbivorous,"Euphorbia sp., Gossypium tomentosum, Sida cordifolia, Sophora sp., Leptecophylla sp.",,na,middle,
HETEROPTERA,Miridae,,,Kalania hawaiiensis,Kalania,hawaiiensis,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,no,5mm,herbivore,family is mostly herbivorous,Urea glabra,,na,middle,on leaves or stems
HOMOPTERA,Cicadellidae,,,Kirkaldiella euphorbiae,Kirkaldiella,euphorbiae,"Osbom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems
HOMOPTERA,Cicadellidae,,,Kirkaldiella ewana,Kirkaldiella,ewana,"Osbom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha hawaiiensis,Leialoha,hawaiiensis,"Muir, 1916",end,poss,poss,poss,poss,poss,no,no,? Not listed,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha lehuae,Leialoha,lehuae,"Kirkaldy, 1910",end,poss,poss,poss,poss,poss,poss,poss,4.33mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha naniicola,Leialoha,naniicola,"Kirkaldy, 1910",end,poss,poss,poss,poss,poss,no,poss,4-4.125mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha ohiae,Leialoha,ohiae,"Kirkaldy, 1910",end,poss,poss,poss,poss,poss,poss,poss,5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha lanaiensis,Leialoha,lanaiensis,"Muir, 1917",end,no,no,no,no,no,no,no,male 2.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha oahuensis,Leialoha,oahuensis,"Muir, 1916",end,no,no,no,no,no,no,no,? Not listed,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha kauaiensis,Leialoha,kauaiensis,"Muir, 1916",end,no,no,no,no,no,no,KoK,? Not listed,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha mauiensis,Leialoha,mauiensis,"Muir, 1919",end,no,no,no,no,no,Hal,no,? Not listed,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha pacifica,Leialoha,pacifica,"Kirkaldy, 1910",end,no,no,no,no,no,no,poss,female 5.33mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha suttoniae,Leialoha,suttoniae,"Muir, 1922",end,no,no,no,no,no,no,poss,"male 2.3mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Myrsine sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha oceanides,Leialoha,oceanides,"Kirkaldy, 1910",end,no,no,no,no,no,no,poss,5.25-5.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Nestegis sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Leialoha scaevolae,Leialoha,scaevolae,"Muir, 1922",end,no,no,no,no,no,no,KoK,"male 2.6mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Scaevola procera,,na,middle,on leaves or stems
HETEROPTERA,Lygaeidae,,,Metrarga elinguis,Metrarga,elinguis,"Ashlock, 1966",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 6.6-7.0mm, female 7.6-8.0mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Freycinetia sp.,,na,middle,"base of leaves, ground amongst dead leaves, fern fronds"
HETEROPTERA,Lygaeidae,,,Metrarga nuda,Metrarga,nuda,"White, 1878",end,poss,poss,poss,poss,poss,poss,no,"male 7.75mm, female, 9.3 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Freycinetia sp., Metrosideros polymorpha, Cibotium sp., Euphorbia sp.",,na,"middle, canopy","base of leaves, ground amongst dead leaves, fern fronds"
HETEROPTERA,Lygaeidae,,,Metrarga obscura,Metrarga,obscura,"Blackburn, 1888",end,poss,Kil,Ola,poss,poss,no,KoK,"male 6.5mm, female 7.75 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Freycinetia sp., Cibotium sp., Tetraplasandra sp.",,na,"middle, canopy","base of leaves, ground amongst dead leaves, fern fronds"
HETEROPTERA,Lygaeidae,,,Metrarga molokaiensis,Metrarga,molokaiensis,"Usinger & Ashlock, 1959",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Freycinetia sp.,,na,middle,"base of leaves, ground amongst dead leaves, fern fronds"
HETEROPTERA,Lygaeidae,,,Metrarga swezeyi,Metrarga,swezeyi,"Usinger & Ashlock, 1959",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Freycinetia sp.,,na,,"base of leaves, ground amongst dead leaves, fern fronds"
HETEROPTERA,Lygaeidae,,,Metrarga sp.,Metrarga,sp.,,end,no,no,no,no,no,no,no,?,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
HETEROPTERA,Lygaeidae,,,Neseis whitei brachypterus,Neseis,whitei brachypterus,"Usinger, 1942",end,poss,poss,poss,poss,poss,no,no,about 4 mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Astelia sp.,,na,"lower, middle",
HETEROPTERA,Lygaeidae,,,Neseis mauiensis,Neseis,mauiensis,"Blackburn, 1888",end,poss,poss,poss,poss,poss,Hal,no,"male 4.3mm, female 4.27mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Cheirodendron sp., Coprosma sp., Pelea sp., Rubus sp., Clermontia arborescens",,na,canopy,
HETEROPTERA,Lygaeidae,,,Neseis ochriasis ochriasis,Neseis,ochriasis ochriasis,"Kirkaldy, 1902",end,prob not,poss,prob not,prob not,prob not,no,no,"male 4.66 mm, female 4.88mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Pelea sp., Sophora sp., Dubautia sp.",,na,"lower, middle",
HETEROPTERA,Lygaeidae,,,Neseis hiloensis,Neseis,hiloensis,"Perkins, 1912",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 4.22mm, female 3.94mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Pipturus sp.,,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis hiloensis intermedius,Neseis,hiloensis intermedius,"Usinger, 1942",end,poss,Kil,poss,poss,Koh,no,no,"male 4.27mm, female 4.72mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Pipturus sp.,,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis nitida comitans,Neseis,nitida comitans,"Perkins, 1912",end,poss,poss,poss,poss,poss,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Pipturus sp.,,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis nitida pipturi,Neseis,nitida pipturi,"Usinger, 1942",end,poss,Kil,poss,poss,Koh,no,no,"male 5mm, female 5.16mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Pipturus sp.,,na,middle,unknown
HETEROPTERA,Lygaeidae,,,Neseis nitidus nitidus,Neseis,nitidus nitidus,"White, 1881",end,no,no,no,no,no,Hal,no,female 5mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Pipturus sp., Urera sp.",,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis ochriasis maculiceps,Neseis,ochriasis maculiceps,"Usinger, 1942",end,prob not,prob not,prob not,prob not,prob not,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Sophora sp.,,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis fasciata fasciata,Neseis,fasciata fasciata,"Usinger, 1942",end,poss,Kil,poss,poss,Koh,no,no,"male 4.16 mm, female 4.5 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Straussia sp., Coprosma sp., Myrsine sp.",,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis fasciata hyalina,Neseis,fasciata hyalina,"Usinger, 1942",end,poss,Kil,poss,poss,poss,no,no,"male 4.16 mm, female 4.5 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Straussia sp., Coprosma sp., Pelea sp.",,na,middle,
HETEROPTERA,Lygaeidae,,,Neseis whitei whitei,Neseis,whitei whitei,"Blackburn, 1888",end,poss,poss,Ola,poss,Koh,poss,no,4-5 mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown
HETEROPTERA,Lygaeidae,,,Neseis saundersianus,Neseis,saundersianus,"Kirkaldy, 1902",end,poss,Kil,poss,poss,poss,poss,no,"male 6.72 mm, female 7.22 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Urera sp., Sapindus sp., Coprosma sp., Freycinetia sp., Claoxyon sp., Pisonia sp.",,na,middle,on leaves or stems
HETEROPTERA,Lygaeidae,,,Neseis chinai,Neseis,chinai,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
HETEROPTERA,Lygaeidae,,,Neseis crypta,Neseis,crypta,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
HETEROPTERA,Lygaeidae,,,Neseis fasciata convergens,Neseis,fasciata convergens,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
HETEROPTERA,Lygaeidae,,,Neseis fulgida,Neseis,fulgida,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
HETEROPTERA,Lygaeidae,,,Neseis hiloensis interoculatus,Neseis,hiloensis interoculatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,
