Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)",6,order,notes,Ka,Oa,Mo,Ln,Kh,Ma,Ha,key?,Ku,Mi,Pe,Li,Ly,Ga,Fr,Ne,Na,Nu,Gu,Tu,Ta,Of,Ol,subfamily,tribe
HOMOPTERA,Cicadellidae,,,Nesophrosyne ulaula nigrolineata,Nesophrosyne,umbrigena,"Kirkaldy, 1910",end,poss,Kil,poss,poss,poss,no,no,4.875-5mm,herbivore,herbivore,n.d.,,na,,on leaves or stems,5657,5329,,,,,,,,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne aakokohaikea,Nesophrosyne,aakokohaikea,"Bennett, 2011",end,Kau,Kil,poss,prob not,prob not,no,no,"female 5.51mm, male 4.06mm",herbivore,herbivore,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne albicosta,Nesophrosyne,albicosta,"Osbom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5597,5269,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophryne alticola,Nesophrosyne,angulifera,"Osborn, 1935",end,no,no,no,no,no,Hal,no,"female 5mm, male 4-5mm",herbivore,herbivore,Coprosma sp.,,na,middle,on leaves or stems,5598,5270,,,,Mo,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne angulifera,Nesophrosyne,bicolorata,"Osbom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5599,5271,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne bicolorata,Nesophrosyne,bobeae,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5600,5272,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne bobeae,Nesophrosyne,broussaisiai,"Bennett, 2011",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne broussaisiai,Nesophrosyne,caelicola,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5601,5273,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne caelicola,Nesophrosyne,cinerea,"Osbom, 1935",end,no,no,no,no,no,Hal,no,female 4.5mm,herbivore,herbivore,"Coprosma sp., Coprosma montana",,na,middle,on leaves or stems,5602,5274,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne craterigena,Nesophrosyne,cuprescens,"Osbom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5605,5277,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne ehu,Nesophrosyne,furculata,"Osborn, 1935",end,no,no,no,no,no,Hal,no,"female 3.75, male 3.5mm",herbivore,herbivore,"Lobelia sp., Coprosma sp., ",,na,middle,on leaves or stems,5608,5280,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne giffardi interrupta,Nesophrosyne,gouldiae,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5611,5283,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne gouldiae,Nesophrosyne,haleakala,"Kirkaldy, 1910",end,no,no,no,no,no,prob not,no,3.5mm,herbivore,herbivore,"Coprosma montana, Coprosma sp., Vaccinium sp. ",,na,middle,on leaves or stems,5612,5284,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne haleakala,Nesophrosyne,halemanu,"Kirkaldy, 1910",end,no,no,no,no,no,no,poss,4.25mm,herbivore,herbivore,n.d.,,na,,on leaves or stems,5613,5285,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne halemanu,Nesophrosyne,heopoko,"Bennett, 2011",end,no,no,no,no,no,no,KoK,"female 5.03mm, male 3.94mm",herbivore,herbivore,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne insularis,Nesophrosyne,kanawao,"Bennett, 2011",end,no,no,no,no,Koh,no,no,"female 5.45mm, male 4.19mm",herbivore,herbivore,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophryne kaiamamao,Nesophrosyne,kaupoi,"Bennett, 2011",end,no,no,no,no,no,poss,no,"female 5.75mm, male 4.18mm",herbivore,herbivore,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne kaupoi,Nesophrosyne,lineata,"Osborn, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5618,5290,,,,Mo,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophryne kukanaroa,Nesophrosyne,magnaccai,"Bennett, 2011",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne lineata,Nesophrosyne,makaihe,"Bennett, 2011",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne magnaccai,Nesophrosyne,maritima,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5621,5293,,Ka,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne makaihe,Nesophrosyne,milu,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5622,5294,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne marginalis,Nesophrosyne,monticola,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5623,5295,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne montivaga,Nesophrosyne,nimbigena,"Kirkaldy, 1910",end,no,no,no,no,no,poss,no,,herbivore,herbivore,n.d.,,na,,on leaves or stems,5628,5300,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne Myrsine sp.s,Nesophrosyne,notatula,"Osborn, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5629,5301,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne nimbicola,Nesophrosyne,nubigena,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5630,5302,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne notatula,Nesophrosyne,obliqua,"Osborn, 1935",end,no,no,no,no,no,poss,no,"female 4.5mm, male 4mm",herbivore,herbivore,"Coprosma montana, Sadleria sp. ",,na,"ground, middle",on leaves or stems,5632,5304,,,,,Ln,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne nuenue,Nesophrosyne,ogradyi,"Bennett, 2011",end,no,no,no,no,no,Hal,no,,herbivore,herbivore,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne obliqua,Nesophrosyne,oneanea,"Kirkaldy, 1910",end,no,no,no,no,no,Hal,no,,herbivore,herbivore,Coprosma sp.,Coprosma sp.     (big leaf),na,middle,on leaves or stems,5634,5306,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne oceanides,Nesophrosyne,opalescens,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5635,5307,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne oneanea,Nesophrosyne,palolo,"Oshom, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5637,5309,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne opalescens,Nesophrosyne,paludicola,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5638,5310,,,,Mo,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne oreadis,Nesophrosyne,palustris,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5639,5311,,,,Mo,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne pele,Nesophrosyne,pipturi,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5643,5315,,,Oa,Mo,Ln,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne pipturi,Nesophrosyne,procellaris,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5646,5318,,,,Mo,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne pluvialis,Nesophrosyne,sanguinea,"Osborn, 1935",end,no,no,no,no,no,no,no,"female 4 mm, male 3.75mm",herbivore,herbivore,,,na,,on leaves or stems,5647,5319,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne ponapona,Nesophrosyne,signatula,"Osborn, 1935",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5648,5320,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne sanguinea,Nesophrosyne,silvigena,"Kirkaldy, 1910",end,no,no,no,no,no,no,KoK,4.5-5.5mm,herbivore,herbivore,,,na,,on leaves or stems,5650,5322,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne sinuata,Nesophrosyne,ulaula nigrolineata,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5654,5326,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne touchardii,Nesophrosyne,umbratilis,"Kirkaldy, 1910",end,no,no,no,no,no,no,poss,4mm,herbivore,herbivore,"Microlepia strigosa, Hedyotis sp., Psychotria sp.",,na,middle,on leaves or stems,5655,5327,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne ulaula,Nesophrosyne,umbricola,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5656,5328,,,,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne umbratilis,Nesophryne,alticola,"Namba, 1955",end,no,no,no,no,no,no,no,,herbivore,herbivore,,,na,,on leaves or stems,5658,5330,,,Oa,,Ln,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne umbricola,Nesophryne,kaiamamao,"(Kirkaldy, 1902), Namba 1955",end,no,no,no,no,no,no,KoK,,herbivore,herbivore,n.d.,,na,,on leaves or stems,5659,5331,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesophrosyne umbrigena,Nesophryne,kukanaroa,"(Kirkaldy, 1902), Namba 1955",end,no,no,no,no,no,no,KoK,,herbivore,herbivore,n.d.,,na,,on leaves or stems,5660,5332,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesorestias filicicola,Nesorestias,filicicola,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,4mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cibotium sp.,other ferns,na,middle,on leaves or stems,5816,5484,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesorestias nimbata,Nesorestias,nimbata,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,female 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Phegopteris sp.,,na,middle,on leaves or stems,5817,5485,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Nesosteles volcanicola,Nesosteles,volcanicola,"Kirkaldy, 1910",end,poss,Kil,poss,poss,Koh,poss,no,"female 2.5mm, male 2.25mm",herbivore,herbivore,Eragrostis sp. ,,na,ground,on leaves or stems,5575,9628,,,,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne koae,Nesosydne,koae,"Kirkaldy, 1907",end,poss,poss,prob not,poss,prob not,Hal,KoK,"male 3.125mm, female 4mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa ,(true leaves),na,canopy,on leaves,5856,5517,,Ka,Oa,,,,Ma,Ha,"N. koae Kirkaldy 1907: 161; 1908: 202, pl 4, fig 2; 1910: 583. Muir, 1916: 185, pl 2, fig 32 (this figure is misleading, according to Zimmerman); Muir 1917: 299 - genotype of Nesosydne",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne nesopele,Nesosydne,nesopele,"Muir, 1921",end,poss,poss,poss,poss,poss,Hal,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Astelia sp.,,na,"lower, middle",on leaves or stems,5879,5537,,,,,,,Ma,Ha,"Ilburnia nesopele Muir 1921: 511, pl. 8, figs 6, 6a",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne pseudorubescens,Nesosydne,pseudorubescens,"Muir, 1919",end,prob not,poss,Ola,poss,prob not,Hal,no,"male 2.8mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa ,(phyllodes),na,canopy,on phyllodes,5894,5551,,,,,,,Ma,Ha,"Muir 1916: 186, pl. 2, fig 34",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne aku,Nesosydne,aku,"Muir, 1921",end,poss,poss,Ola,poss,poss,no,no,"male 2.5mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyanea tritomantha,,na,middle,on leaves or stems,5820,5488,,,,,,,,Ha,Ilburnia aku Muir 1921,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne anceps,Nesosydne,anceps,"Muir, 1916",end,poss,Kil,Ola,poss,poss,no,no,male 2.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Freycinetia sp.,,na,middle,on leaves or stems,5823,5490,,,,,,,,Ha,"Nesosydne anceps, Muir 1916: 187, pl 2 pig 34",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne chambersi,Nesosydne,chambersi,"Kirkaldy, 1908",end,prob not,prob not,prob not,prob not,prob not,no,no,male3.0- 3.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia ciliolata,,na,middle,on leaves or stems,5831,5496,,,,,,,,Ha,"N. chambersi Kirkaldy, 1908: 202 pl. 4, figs 10-12; 1910:590; Muir, 1916: 142, pl 3, fig 44",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne chenopodii,Nesosydne,chenopodii,"Zimmerman, 1952",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2-2.1mm, female 2.5-2.75",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Chenopodium sp.,,na,middle,on leaves or stems,5833,5497,,,,,,,,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne coprosmicola,Nesosydne,coprosmicola,"Muir, 1919",end,poss,poss,Ola,poss,prob not,no,no,"male 2.2mm, female 2.9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Coprosma ernodeoides,,na,middle,on leaves or stems,5834,5498,,,,,,,,Ha,"Ilburnia coprosmicola Muir 1919: 103, pl. 4 fig 18",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne cyrtandricola,Nesosydne,cyrtandricola,"Muir, 1918",end,poss,poss,Ola,poss,prob not,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyrtandra sp., Charpentiera sp.",,na,middle,on leaves or stems,5839,5501,,,,,,,,Ha,"N. cyrtandricola Muir 1918: 407, figs 1,2 ",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne koaephyllodii,Nesosydne,koaephyllodii,"Muir, 1916",end,prob not,poss,prob not,poss,prob not,no,KoK,"male 2.2mm, female 3.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa ,(phyllodes),na,canopy,on phyllodes,5857,5518,,Ka,Oa,,,,,Ha,"N. koaw-phyllodii Muir 1916: 186, pl. 2, fig. 31",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne neoraillardiae,Nesosydne,neoraillardiae,"Muir, 1921",end,poss,poss,poss,poss,prob not,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Lipochaeta sp.,,na,lower,on leaves or stems,5873,5532,,,,,,,,Ha,"Ilburnia neoraillardiae Muir, 1921: 517, pl. 8, fig. 17",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne phyllostegiae,Nesosydne,phyllostegiae,"Muir, 1918",end,prob not,prob not,prob not,prob not,prob not,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Phyllostegia sp.,,na,middle,on leaves or stems,5890,5547,,,,,,,,Ha,"N. phyllostegiae Muir, 1918: 405, figs 3,4",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne raillardiae,Nesosydne,raillardiae,"Kirkaldy, 1908",end,prob not,poss,poss,poss,prob not,no,no,male 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Dubautia scabra, Dubautia ciliolata",,na,"lower, middle",on leaves or stems,5895,5552,,,,,,,,Ha,"N. raillardiae Kirkaldy, 1908: 203, pl. 4, fig. 5: 1910: 590",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne rubescens pele,Nesosydne,rubescens pele,"Kirkaldy, 1910",end,prob not,Kil,prob not,poss,prob not,no,no,5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa,,na,canopy,on leaves or stems,5901,5556,,,Oa,,,,,Ha,"N. pele Kirkaldy, 1910: 585",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne ulehihi,Nesosydne,ulehihi,"Muir, 1919",end,poss,poss,Ola,poss,poss,no,no,"male 3.6mm, female 4.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Smilax sp.,,na,middle,on leaves or stems,5911,5564,,,,,,,,Ha,"Ilburnia ulehihi Muir, 1919: 104, pl. 4, fig 12",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne cyathodis,Nesosydne,cyathodis,"Kirkaldy, 1910",end,poss,Kil,poss,poss,poss,poss,no,male 1.875mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Leptecophylla sp.,,na,middle,on leaves or stems,5836,5499,,,,,,,Ma,Ha,"n. cyathodis Kirkaldy, 1910: 589. Muir 1916: 192, pl 3, fig 48",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne ipomoeicola,Nesosydne,ipomoeicola,"Kirkaldy, 1907",end,poss,poss,poss,poss,poss,poss,poss,"male 2.5mm, female 3.5-3.8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Sadleria sp., Ipomoea sp., Antidesma sp., Bermuda grass, Cibotium sp., Cyrtandra sp., Dolichos lablab, Gouldia elongata, Jussiaea villosa, Lythrum maritimum, Mucuna gigantea, Pipturus sp., Polygonum sp., Rumex sp., Strongylodon lucidum, ",potato,na,"lower, middle",on leaves or stems,5854,5516,,Ka,Oa,Mo,,,Ma,Ha,"N. ipomoeicola Kirkaldy 1907: 120; 1908: 202, pl. 4, fig 4",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne nephrolepidis,Nesosydne,nephrolepidis,"Kirkaldy, 1908",end,poss,poss,poss,poss,poss,poss,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Nephrolepis sp.,,na,lower,on leaves or stems,5876,5535,,,Oa,,,,Ma,Ha,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne rubescens,Nesosydne,rubescens,"Kirkaldy, 1907",end,prob not,poss,prob not,prob not,prob not,poss,poss,"male 4mm, female 5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa,,na,canopy,on leaves or stems,5899,5555,,Ka,Oa,,,,Ma,Ha,"N. rubescens Muir 1916: 185, pl 2, fig 30: N. rubescens pele Kirkaldy 1907: 161; 1910: 584",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne umbratica,Nesosydne,umbratica,"Kirkaldy, 1910",end,poss,Kil,Ola,poss,poss,poss,no,4.125mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Charpentiera sp., Clermontia sp., Cyrtandra sp., Pipturus sp., Stenogyne sp., Urera sp.",,na,middle,on leaves or stems,5913,5565,,,Oa,Mo,,,Ma,Ha,"N. umbratica Kirkaldy, 1910: 585",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne mauiensis,Nesosydne,mauiensis,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 2.2mm, female 2.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Campylotheca mauiensis, Lipochaeta integrigolia, Raillardia menziesii, Tetramolopium artemisia",,na,middle,on leaves or stems,5866,5527,,,,,,,Ma,Ha,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne argyroxiphii,Nesosydne,argyroxiphii,"Kirkaldy, 1908",end,no,no,no,no,no,prob not,no,female 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems,5824,5491,,,,,,,Ma,,"N. argyroxiphii Kirkaldy 1908: 203, fig 1, pl 4, fig 6. 1910, 590: Ilburnia argyroxiphi Muir, 1919: 89 (female)",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne waikamoiensis,Nesosydne,waikamoiensis,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 3mm, female 3.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyanea sp., Pipturus sp.",,na,middle,on leaves or stems,5916,5567,,,,,,,Ma,,"Ilburnia waikamoiensis Muir 1919: 97, pl. 3, gis 1,8; 1921: 514, pl. 8, fig 2",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne neocyrtandrae,Nesosydne,neocyrtandrae,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 2.7mm, female 3.2mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Gunnera mauiensis,,na,middle,on leaves or stems,5872,5531,,,,,,,Ma,,"Ilburnia neocyrtandrae Muir 1919: 100, pl. 3, fig. 9; pl. 4, fig. 7",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne mamake,Nesosydne,mamake,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 2.5mm, female 3.8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Pipturus sp.,,na,middle,on leaves or stems,5865,5526,,,,,,,Ma,,"Ilburnia mamake Muir, 1919: 101, pl. 4, fig 8",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne amaumau,Nesosydne,amaumau,"Muir, 1921",end,no,no,no,no,no,Hal,no,"male 2.9mm, female 3.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Sadleria sp.,,na,lower,on leaves or stems,5822,5489,,,,,,,Ma,,Ilburnia amamau Muir 1921,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne ahinahina,Nesosydne,ahinahina,"Muir, 1922",end,no,no,no,no,no,no,no,male 1.6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems,5819,5487,,,,,,,Ma,,"Ilburnia pulla, Muir 1919, Ilburnia ahinaha, Muir 1922",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne eeke,Nesosydne,eeke,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2mm, female 2.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems,5841,5503,,,,,,,Ma,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne asteliae,Nesosydne,asteliae,"Muir, 1917",end,no,no,no,no,no,no,no,"male 3.2mm, female 3.2mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Astelia sp.,,na,lower,on leaves or stems,5826,5492,,,Oa,,,,,,"N. asteliae, Muir 1917: 307, pl 5, fig 13",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Nesosydne painiu,Nesosydne,painiu,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2.9mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Astelia sp.,,na,middle,on leaves or stems,5887,5544,,,,,,,Ma,,na,,,,,,,,,,,,,,,,,
